Fecha,CantidadML,Moneda
27-11-2025,142.87L,¥1135.98
25-12-2019,1627.4L,EUR 7099.79
"5, Septiembre, 1927",839.29ml,GBP 1968.89
"24, Jun, 2002",1690.67L,€4689.15
25-04-1966,321.21ml,USD 5813.9
"30, Agosto, 1952",339.02L,¥823.94
"6, Agosto, 1996",1314.95ml,JPY 2619.35
1939-02-27,517.73ml,EUR 4692.25
"Mayo 28, 2021",1118.09ml,€5360.9
"15, Mar, 1969",877.33ml,JPY 5487.88
07/24/1907,585.67ml,£5828.82
15-07-2000,1007.92ml,JPY 8529.01
1908-09-24,1029.44ml,£3553.8
17-12-1982,1083.24L,USD 1718.79
03/31/1992,386.06L,$9947.22
1938-12-10,108.05ml,$9056.6
03/27/1978,1627.93L,GBP 3901.02
"21, Abr, 1970",423.4ml,$1874.07
1964-03-14,1216.8L,GBP 5457.92
1974-03-06,1054.77ml,EUR 1169.38
"Ago 8, 1933",1861.57L,€2203.2
08/18/1934,132.34ml,£8670.45
"Oct 31, 1969",1394.12ml,¥3043.99
"1, Octubre, 1996",515.77ml,GBP 9847.84
13-02-1973,1787.7ml,GBP 4077.8
"Febrero 8, 1929",1139.75L,USD 971.03
"Ene 2, 2008",389.03ml,¥5777.21
09/24/1941,1375.32L,¥9972.31
1994-01-06,1889.96ml,£2800.48
06/03/1905,103.88ml,EUR 987.76
1958-03-29,830.8L,$6037.19
"Noviembre 1, 1949",1100.64L,€3952.21
1915-11-31,504.81L,£7636.5
02/19/2003,1501.63L,JPY 7935.51
2013-06-31,1430.54L,€2947.64
12-04-2010,1740.09L,¥1492.67
1966-06-10,1459.7ml,EUR 4592.98
12/28/2003,1917.5L,JPY 3606.27
"16, Dic, 1907",809.8L,JPY 932.8
05/21/2010,312.95L,£8468.17
"13, Mar, 1967",242.87ml,EUR 2855.72
"Agosto 23, 1933",1804.63ml,€2287.03
"25, Nov, 1972",95.73ml,JPY 330.24
"Nov 6, 1938",65.12ml,JPY 3244.77
1959-11-16,1422.88L,¥4267.11
2005-12-15,142.42L,GBP 952.7
"Abril 16, 1907",1556.78L,¥6865.24
09/12/1913,231.01L,EUR 636.87
21-05-1920,1430.47L,£7731.32
1978-03-22,1432.17ml,£6594.4
"Septiembre 7, 1903",925.88L,¥1691.37
1920-02-10,1441.69L,$6496.82
2010-05-27,1269.29ml,£7460.53
"22, Julio, 1988",1129.89ml,EUR 1746.64
10/21/2001,550.84ml,$6985.69
"Abr 20, 2017",1681.6L,¥6128.11
15-11-1916,1633.33L,USD 7080.44
"7, Oct, 1984",1570.64ml,¥8886.99
05-11-1954,643.49ml,€8288.35
"4, Dic, 1946",382.56L,JPY 3284.38
20-01-1919,1891.62L,EUR 9816.92
"19, Jul, 2003",356.68ml,¥209.55
1994-12-11,1338.51L,€658.27
"Sep 30, 1903",718.22ml,¥8020.22
18-05-2000,490.66L,USD 5098.95
1946-07-08,99.97L,EUR 1829.63
"Junio 20, 1981",608.55L,€2483.16
"Ago 21, 1935",61.85L,EUR 362.34
03/21/1930,1036.8ml,€613.19
11/23/1978,1079.08L,€5945.73
10-10-1976,693.35ml,¥1756.63
"Sep 25, 1944",1351.8ml,£6235.44
11/19/1977,306.75ml,€616.64
10/02/1954,772.32ml,JPY 5793.89
29-11-1998,1846.03L,£2765.45
10/24/1995,633.87ml,€4977.79
27-08-1968,1306.78L,GBP 5286.51
01/13/1995,1955.98ml,£4797.19
"Oct 31, 1907",547.93ml,£2526.24
03-03-1968,345.89ml,£791.49
"31, Octubre, 1930",1653.45L,¥1100.07
19-09-1944,173.83L,EUR 9241.13
09/12/2009,1341.62ml,EUR 7036.94
1903-03-03,1457.06ml,¥5822.71
31-04-2016,420.63ml,¥2728.76
1951-05-08,472.03L,£1681.54
2011-12-02,404.21ml,¥2013.72
13-04-1959,1698.0ml,¥6643.18
"Ago 28, 2020",50.37L,€5093.27
"8, May, 1988",982.6L,EUR 9048.01
02/06/2022,1807.13ml,£9674.39
"Febrero 4, 2018",1183.91ml,$5068.45
"Oct 9, 1926",1721.52L,EUR 5039.05
20-12-1959,1446.13L,EUR 7031.46
06-11-1942,1150.45L,JPY 153.84
2016-07-16,142.31ml,£6886.25
"Ene 4, 1942",1141.33L,£9575.74
28-02-1934,1826.33ml,¥7732.22
"Julio 9, 1966",92.96L,EUR 6048.85
"4, Diciembre, 2024",1536.89L,EUR 8128.62
"Agosto 27, 1932",1155.98L,¥8633.78
"22, Marzo, 1908",956.44ml,€9353.66
01-04-1993,235.98L,JPY 9688.2
04/21/1988,782.59L,£6259.94
"Septiembre 19, 2016",741.4L,EUR 3880.33
08/22/2022,1143.52L,EUR 4528.55
"30, Marzo, 1995",1687.77ml,¥2180.24
1935-10-04,1405.18L,JPY 2769.53
08-01-1934,680.0ml,JPY 5660.99
1926-06-10,1113.27ml,GBP 2369.95
10/21/1948,145.84ml,¥7319.79
1937-08-06,154.79ml,€7287.45
1998-01-28,925.13ml,€1434.22
1964-05-04,999.32ml,¥4923.01
05/17/1949,447.03L,¥9488.3
06/11/1946,1601.02ml,EUR 228.29
"27, Ago, 1953",50.16L,$4580.72
"18, Oct, 1913",699.9L,€7453.05
05/31/1913,916.21L,$8429.09
30-08-1968,222.33ml,EUR 4436.64
22-10-2015,1708.85L,£5292.15
"May 4, 1982",795.43L,¥6600.75
03/19/1980,816.79ml,€6842.82
06/07/1964,1035.6L,JPY 1663.17
02/08/1945,1780.68L,GBP 3739.16
08/19/2004,954.87ml,USD 3554.59
07/09/2023,1094.0ml,USD 1720.73
11/12/1982,1262.94ml,GBP 8241.83
22-06-1909,562.02ml,GBP 1760.43
1928-09-01,1636.66ml,¥9420.07
"Noviembre 13, 1923",1190.38L,EUR 9960.18
06/27/2012,1017.41L,¥4738.41
2012-11-29,944.08L,USD 4602.43
"12, Junio, 1995",1272.6L,USD 9553.24
"28, Abr, 1990",698.9L,€3583.7
11/06/1929,271.33ml,$9459.44
"23, Abril, 1970",552.96ml,$7381.0
06/01/1952,1569.58ml,€7071.77
02/02/2005,779.2ml,GBP 6875.67
"Feb 18, 2001",227.87ml,¥169.01
03/10/1977,719.97ml,EUR 9085.02
07/16/1948,1464.66ml,USD 2875.92
"Jul 4, 1960",361.42L,€9420.87
"Marzo 3, 2018",1545.98ml,£3333.98
"27, Ago, 2006",1475.51L,¥7817.08
13-11-1917,900.58ml,€8862.26
10-06-1917,145.24ml,USD 2309.26
"Julio 16, 1973",258.94ml,£735.55
05/03/1936,68.82ml,€3526.11
16-04-1957,1334.05ml,JPY 2172.15
1989-05-18,1274.14L,GBP 2384.89
05/22/1905,903.84L,USD 4353.38
22-08-1985,1650.12ml,USD 1273.22
"9, Octubre, 1967",347.01ml,JPY 5329.55
"29, May, 1945",59.67L,USD 1906.36
12-03-1929,1417.19L,$3153.24
04/05/1911,1493.98L,USD 9426.75
09/24/2015,1494.76L,JPY 4762.39
2009-09-27,434.52L,$8654.84
"Marzo 18, 1924",1262.59ml,JPY 1200.17
21-05-2025,1367.61ml,£7484.8
09-12-1994,148.37L,GBP 5116.91
"28, Noviembre, 1918",992.49ml,USD 2339.42
04/01/1901,1606.38L,$2360.33
"Nov 16, 1989",841.33L,JPY 5664.51
15-12-1913,962.77ml,¥6983.55
04/14/1980,1005.37ml,JPY 2046.15
11/17/1998,847.21ml,EUR 8531.83
14-02-2023,322.51L,JPY 4991.78
"14, Oct, 1950",408.17ml,¥937.32
"12, May, 2005",1898.71L,JPY 5711.49
"Dic 11, 2005",1705.75ml,USD 3697.2
12/09/1974,1403.79ml,JPY 9369.18
09/29/1996,1473.4L,$758.8
1948-12-25,61.08L,€1028.56
27-12-2022,686.96ml,GBP 897.71
04/26/2004,1500.73ml,JPY 9429.28
27-06-1931,971.6L,¥9465.34
12/02/1941,1553.06L,GBP 1691.18
17-10-2021,693.52ml,£169.66
12-02-1931,833.4L,¥7001.26
"Mar 20, 1993",1663.86ml,JPY 2539.99
1984-12-06,1928.44ml,$2569.14
"12, Marzo, 2016",1876.95L,USD 1378.68
1905-11-13,1564.09ml,¥1590.63
"21, Enero, 1958",530.83L,€8153.62
"Dic 27, 1922",837.64ml,EUR 9178.08
01/25/1910,754.36L,¥9678.56
1942-04-22,1101.91ml,GBP 2877.42
"Jun 19, 1926",940.5ml,JPY 1226.9
"5, Abril, 1969",271.3L,€8090.88
"21, Abril, 2012",346.25L,€7121.32
01-02-1993,1909.48ml,£8860.67
16-05-1910,934.3L,GBP 1434.58
"19, Septiembre, 2020",391.99L,GBP 2381.0
09/03/1973,1935.37L,GBP 3153.62
24-02-1917,1102.63L,£8802.94
1993-08-31,1923.97ml,¥431.7
"25, Febrero, 1963",1474.95L,¥4860.05
"Septiembre 24, 2008",146.24L,$2010.34
21-12-2021,1110.84L,JPY 419.97
"25, Agosto, 1923",1893.94L,£7212.0
"6, Sep, 1943",610.83L,£6441.01
01/31/1958,528.44ml,¥1305.26
12/15/1931,650.22ml,JPY 1663.35
"Julio 28, 1950",794.53ml,£2248.88
26-08-2007,1413.21L,USD 8228.93
14-09-1920,742.95L,GBP 7606.41
"12, Junio, 1912",283.4L,GBP 3167.32
10/29/1927,1009.86ml,JPY 6842.6
16-03-1911,1599.28L,$2972.3
1914-10-31,270.21ml,£1199.92
15-01-1968,1648.74L,$3326.49
"Abril 24, 1902",1916.47L,EUR 9465.3
"26, Febrero, 1944",254.86ml,€8063.62
"17, Enero, 1994",58.54ml,EUR 3057.25
01/24/2003,1857.36ml,EUR 4632.78
04/12/2021,1681.2L,JPY 2610.38
"Marzo 8, 1976",1523.92ml,GBP 5782.92
1934-01-13,133.5ml,$1258.55
"10, Julio, 1934",1322.82ml,JPY 6178.26
"19, Oct, 1965",143.89ml,GBP 9527.4
26-12-1970,1697.67L,$4224.89
"12, Noviembre, 1979",698.39L,£7149.75
09/24/1967,826.93ml,£2031.81
"Dic 1, 1954",1778.87ml,GBP 4791.75
07/20/1951,528.59ml,€1682.46
1905-05-14,1163.37L,GBP 3376.27
"Noviembre 29, 1949",1684.23ml,USD 3300.38
"Jun 19, 1931",83.04ml,JPY 7687.94
06/01/1968,403.82ml,USD 8479.03
1982-05-05,1765.99ml,$2586.99
25-12-1965,386.93L,$1247.22
"Jul 30, 1918",224.05ml,€3881.62
"27, Abr, 1933",462.23L,¥9020.16
"3, Ene, 1928",472.8ml,€575.32
10/12/1936,91.95L,JPY 4879.5
05/11/2003,535.87L,$3745.36
23-09-2000,722.63L,¥1493.71
11-07-1915,1175.42L,JPY 3877.75
2000-03-02,647.56ml,JPY 4188.14
"Noviembre 14, 1979",971.8ml,$20.66
"Noviembre 24, 1975",847.38ml,EUR 5105.03
"20, Enero, 1931",1963.95L,€5874.59
05/13/2021,1669.29L,€557.55
2025-06-27,1478.19ml,£1220.41
30-01-1950,1388.03L,GBP 4527.89
01/01/1930,653.6L,GBP 5064.47
"Octubre 4, 2021",1452.49ml,£6578.47
"22, Mar, 1984",1731.37L,USD 6130.05
04-01-1989,1397.16L,JPY 2982.38
27-05-1946,1216.79L,JPY 8739.77
05/04/1960,288.79L,USD 3673.01
27-08-1915,449.23L,£363.34
1931-05-22,573.42L,€7445.26
28-04-1992,946.94ml,USD 108.42
"21, Mar, 1985",1544.38ml,€3038.92
10-07-1976,1215.99L,USD 8744.76
19-11-1962,1937.65ml,£9156.97
"3, Marzo, 1947",944.72ml,JPY 7692.93
"Abril 26, 1945",1809.77L,GBP 7804.77
"Septiembre 18, 1902",1323.68L,GBP 7546.2
14-07-2021,1822.31L,EUR 246.32
"18, Ene, 1981",903.83L,¥7527.28
25-08-2011,328.6L,GBP 6396.1
03/30/1973,86.36L,EUR 9061.51
12/03/2007,297.2ml,GBP 9779.14
07-02-1961,510.91L,$9410.7
12/06/1998,1997.23L,EUR 9676.68
05/15/1950,688.13L,JPY 6963.34
09-09-1980,70.1ml,GBP 5939.58
"3, Agosto, 1903",1604.75L,£3484.56
"8, Noviembre, 2007",2.31L,¥9775.37
07/02/1951,404.37ml,¥3831.16
07/05/1927,1936.93L,EUR 9745.06
09-12-1971,1514.45ml,¥7841.61
1957-01-22,488.06L,$5248.34
"Jun 1, 1905",940.27L,€8475.53
"6, Febrero, 1981",1534.95ml,JPY 3003.43
1984-12-14,606.08ml,GBP 5326.19
11-10-1962,1871.84L,USD 7241.4
19-04-2019,1522.72ml,USD 4127.9
"25, Diciembre, 2025",856.47L,JPY 7549.29
"31, Sep, 1952",1317.26L,£1252.09
"Sep 11, 1965",1835.22L,¥4641.12
"Jun 16, 1977",106.74L,$7061.7
"Sep 23, 2008",736.1L,JPY 9195.48
"11, Agosto, 1915",1431.3ml,¥5536.47
1996-01-31,454.5ml,¥6715.99
"Oct 10, 2018",789.36ml,€6304.49
12/09/1981,1146.18L,EUR 9054.82
"Febrero 8, 1972",609.45ml,£4524.14
22-10-1977,1238.34ml,€2147.7
"11, Octubre, 1985",530.01L,EUR 5953.96
"23, Junio, 1926",1333.29ml,USD 6910.88
30-05-1999,1640.35ml,GBP 1635.49
04-03-1933,1774.04ml,£8995.32
"26, Abril, 1926",1846.95L,$4249.19
2010-04-22,1594.87L,EUR 1048.01
06/05/2025,691.6ml,USD 7968.85
11-01-1904,1472.79L,USD 6750.52
"Oct 4, 1986",1534.58ml,JPY 2079.21
03/12/1900,207.91L,USD 6149.58
"Marzo 16, 1952",661.95ml,$1720.39
06-01-1950,1498.2L,€4708.26
1994-10-29,1388.06L,EUR 2677.09
"2, Junio, 1983",991.28ml,USD 4203.34
"18, May, 2018",1870.45ml,£7483.13
"Abril 17, 1913",798.3L,£6635.41
"Noviembre 31, 1901",361.54ml,£7549.74
"Sep 15, 2006",453.78ml,€8434.18
1970-02-26,1091.0L,$1863.46
"Ene 19, 1951",5.55ml,GBP 6799.66
"26, Ago, 2020",965.68ml,EUR 8843.58
"23, Jun, 1996",829.81L,¥49.15
1975-04-13,210.27L,$5343.31
"7, Ene, 1929",1346.04ml,£5485.73
"Abr 24, 1984",471.48ml,JPY 7149.4
"Noviembre 12, 2019",782.79ml,¥2812.4
"Agosto 27, 1977",589.76ml,¥6458.49
08/02/2005,84.58L,USD 1978.48
"May 2, 2019",1055.75ml,£2434.59
"Nov 23, 2005",1883.01L,$6230.22
1983-04-15,6.49ml,GBP 7696.93
07-09-1983,1099.76ml,EUR 2952.42
04-08-1949,1896.13ml,£2545.43
2017-04-26,992.5ml,¥578.01
"20, Ene, 1957",1059.47L,GBP 8566.97
1979-03-09,1790.84L,EUR 301.57
02/06/1900,1603.78ml,¥5528.02
"21, Octubre, 1971",580.15L,$8960.69
"Feb 29, 1904",798.12ml,JPY 4189.13
12-08-1984,259.41L,¥7625.73
"Ene 23, 1918",251.26L,USD 1805.66
1963-10-12,708.94ml,$3979.18
08/14/1989,1837.83L,€7751.1
"8, Enero, 1918",216.96L,¥397.35
05/10/1970,780.07L,¥8080.03
06-05-1978,399.63L,£2302.6
"19, Oct, 1969",1838.59ml,$1589.15
2007-05-17,129.29L,USD 1693.36
03/21/1909,1547.5ml,€5998.53
"Mar 14, 1952",627.7ml,USD 6851.87
1943-09-03,1337.38L,EUR 7494.18
"23, May, 2023",678.67L,USD 9354.51
12/20/1994,302.23L,€8818.53
01/12/1945,1233.02L,€8766.2
29-03-1974,1127.25ml,$8142.23
"13, Jun, 2005",1728.65ml,GBP 1995.6
18-10-1906,410.99L,$1223.3
11-12-2007,1425.21L,£6878.87
07/20/1914,1911.91L,GBP 4886.95
"30, Jul, 2023",1969.72L,JPY 5458.81
"22, Dic, 1917",779.35ml,EUR 3405.4
2002-10-30,1468.77ml,EUR 5545.51
1935-10-09,131.82ml,JPY 4158.55
"2, Octubre, 2004",801.29L,USD 6350.52
"19, Febrero, 1971",985.29ml,¥347.81
1993-01-27,1272.54L,JPY 9855.95
25-10-2013,1885.41ml,¥8672.84
2020-12-13,897.65L,USD 5532.88
"Enero 3, 2021",636.36L,$4405.8
1952-10-25,1875.5ml,£3132.75
14-04-1991,257.16L,€2557.6
16-09-1941,1917.83L,EUR 166.0
"Abr 25, 1984",779.37L,JPY 8016.77
"Sep 5, 1914",1793.14ml,€7849.24
1996-04-17,870.72ml,£7745.72
"Mar 26, 1979",764.74ml,USD 1900.52
1952-03-11,393.94ml,£8202.46
"Marzo 17, 1934",798.73ml,£5128.08
21-10-1999,45.3L,€7402.24
"Mayo 20, 1962",1717.49ml,EUR 9142.19
1905-01-26,1489.99L,GBP 3352.19
05/22/2013,1389.95L,$6105.41
2000-04-21,1913.52ml,JPY 2864.77
07/01/1994,556.41ml,£4183.83
2010-01-13,1667.66ml,€6098.11
1993-09-04,451.99L,USD 7364.39
1905-12-06,1719.98L,USD 140.23
"Oct 30, 1922",1343.32ml,JPY 6598.08
1909-06-10,855.7ml,EUR 1141.41
1911-03-14,1688.61ml,$1245.54
30-06-2021,137.0ml,EUR 345.44
"Febrero 10, 2017",1014.62ml,£5529.69
10-11-1900,562.53ml,JPY 4164.65
1916-10-25,1871.57L,£2456.53
"Dic 20, 1949",919.96ml,EUR 3171.71
09/27/1913,1111.76L,JPY 4811.55
"Ene 29, 1941",738.33ml,JPY 8950.77
2009-11-16,901.45L,$1480.66
10/11/1951,216.74L,£5965.68
"26, Agosto, 1913",671.73L,JPY 2029.46
"Mar 27, 1924",400.27L,€2717.79
29-12-1905,85.46L,GBP 554.85
15-09-1997,983.79L,JPY 6269.82
"22, Sep, 2017",151.77L,USD 4992.35
1925-04-20,1134.65ml,GBP 7096.97
24-09-1960,313.56ml,€2914.94
"19, Sep, 2016",1849.36L,USD 8529.21
08/30/2005,270.06ml,$7128.6
09/01/1937,1114.42L,¥4499.34
"7, Nov, 1989",106.95ml,EUR 8145.33
1902-10-19,1366.97L,USD 1311.01
"17, Marzo, 1912",1411.3L,USD 4231.29
07/06/2002,482.89ml,£8029.4
2000-10-13,288.44ml,GBP 8202.95
"Feb 18, 1908",419.63ml,£3576.22
"20, Jun, 1931",796.47L,£3852.01
31-09-1921,1318.25L,USD 3390.62
07/14/1945,1747.84ml,JPY 1637.43
26-05-1994,677.59L,JPY 9901.97
01/13/2019,727.81ml,GBP 4649.69
"15, Ago, 1962",1445.54L,EUR 5304.69
"Noviembre 7, 1904",1319.75L,GBP 6967.89
1905-02-03,915.32L,USD 4609.2
11/13/1996,704.25ml,£668.55
2022-08-18,1503.2L,$9199.32
"13, Enero, 2021",1870.32L,JPY 4472.8
"11, Jun, 1915",707.11L,£6201.58
"12, Diciembre, 1949",1787.89L,EUR 6736.49
08-02-1924,1775.11L,$4106.9
"Junio 21, 1976",731.26L,GBP 3614.67
"Septiembre 16, 1965",884.53L,€4017.61
23-04-1913,1742.67L,JPY 7629.02
1911-08-14,93.15L,GBP 2346.08
"Febrero 27, 1943",141.34L,EUR 4079.18
21-10-2000,14.05L,€5037.64
"10, Marzo, 1936",857.08L,JPY 4446.22
1909-02-28,1533.46ml,USD 4704.13
"11, Enero, 1910",638.13ml,JPY 8023.44
29-08-1925,1741.1ml,€3695.67
"Jun 12, 1938",1355.2L,USD 3280.63
1965-05-11,1644.24ml,JPY 6233.0
"Feb 24, 1929",68.88L,USD 7934.19
28-12-1911,1153.18ml,$6263.74
1998-10-27,946.65ml,EUR 6822.68
1981-11-15,709.76ml,EUR 3166.93
2003-06-19,1901.47ml,$4209.92
24-11-1910,321.04ml,¥5568.23
10-04-1978,1927.57L,€5332.18
2023-05-04,1538.87ml,JPY 835.63
"Ene 23, 1914",960.74L,£6405.31
"3, Mar, 1999",1327.49L,JPY 8887.93
"Feb 4, 2010",526.96L,USD 1258.15
1971-10-24,1993.97L,€3243.46
"28, Jun, 1938",1653.5L,JPY 6597.1
"6, Abril, 1932",747.71L,GBP 9277.57
"Junio 21, 1978",251.92L,$5936.4
"Septiembre 22, 1943",1594.11ml,JPY 9775.44
1986-09-20,1565.21L,€1731.71
24-02-2024,1173.56ml,EUR 2924.82
"Octubre 25, 1914",1710.67L,¥129.36
17-02-2010,1909.86L,GBP 3406.0
10/23/1901,222.07ml,USD 7125.05
"Abril 21, 1954",180.16ml,€4393.71
1975-04-13,222.27L,USD 9117.19
07/09/1936,538.03ml,EUR 4171.64
1914-11-17,1638.71ml,¥2206.98
05-06-1970,1967.89L,USD 4207.07
"10, Nov, 1986",1804.28L,€5096.61
"Abr 31, 1938",548.06ml,GBP 9540.81
1974-09-22,368.5L,EUR 7236.89
"Sep 27, 1900",1363.89ml,GBP 2809.88
"Agosto 16, 1934",1185.17L,JPY 9985.45
"4, Enero, 1960",1779.86ml,USD 4997.52
1965-12-02,1655.59ml,£3648.51
1937-01-27,911.76L,USD 179.86
11-06-1931,1043.35ml,$3148.7
05/11/1943,1550.68L,JPY 2180.52
1999-06-31,1965.38ml,EUR 5978.02
1969-01-21,555.11L,¥6639.7
15-10-2015,933.75ml,€6098.49
"Octubre 3, 1995",710.45ml,€347.7
1917-08-19,485.99ml,GBP 9370.8
01/23/1973,829.34ml,¥4043.42
"9, Abr, 1943",985.81L,JPY 3356.88
08/20/1947,1399.5L,$6922.61
"20, Nov, 1905",1460.84ml,€3930.23
"3, Abr, 2017",110.93ml,£2983.82
12/27/2007,1743.48ml,GBP 564.85
25-05-1979,661.73ml,£5590.98
1981-09-07,273.01L,¥3165.04
14-07-1967,1704.17ml,USD 5674.3
20-04-2024,1679.13ml,EUR 7846.96
"Diciembre 24, 1918",1097.47ml,£6429.74
"Sep 27, 1932",1157.02ml,USD 3198.65
"Mayo 7, 1991",564.59L,¥2868.34
06-09-2023,872.1L,GBP 2678.59
27-08-2003,138.5ml,EUR 7201.08
07/17/1996,1349.02L,USD 8641.65
"Agosto 19, 1958",1791.12L,GBP 7198.62
26-04-1956,980.5ml,GBP 9721.93
04/14/1911,1412.34ml,USD 1306.56
04-12-1989,970.13ml,$8737.76
"28, Diciembre, 1987",880.57ml,JPY 5902.22
"20, Septiembre, 2011",1243.86ml,GBP 3652.7
"11, Agosto, 1962",1622.14ml,GBP 1544.88
"7, Abr, 2000",1744.38ml,¥6667.17
1909-05-21,1232.16ml,GBP 8704.74
"13, Mayo, 1947",210.81L,GBP 6075.46
2008-04-25,905.02L,USD 7995.15
02/27/1987,1525.56L,EUR 8964.8
"11, Ene, 1984",67.34ml,EUR 746.3
05/01/2020,1167.93ml,$6386.13
10-03-1997,68.1ml,¥8383.29
1948-02-02,274.33ml,€2499.3
02/29/2013,140.05ml,EUR 2681.55
"Diciembre 25, 1901",465.35ml,€5161.92
"17, Agosto, 1901",1805.94ml,€7417.74
"Febrero 28, 1937",1117.22ml,GBP 549.54
"26, Diciembre, 1987",161.95ml,JPY 9206.06
1924-09-11,402.36L,EUR 5820.82
"1, May, 1921",1319.65ml,EUR 1044.89
"11, Jul, 1978",946.27L,$5437.94
"17, Sep, 1966",1807.7ml,GBP 4630.79
12/26/2025,149.99L,$5689.43
"Sep 2, 2023",927.55L,JPY 43.97
"Marzo 14, 2018",473.35ml,GBP 7860.61
2013-04-29,317.19ml,USD 8753.32
04/20/1982,1331.37ml,$1832.31
"23, Julio, 2009",488.46L,JPY 9288.61
08/25/1903,506.74ml,$2224.86
06/10/1957,1222.63ml,£5867.84
03/17/1922,309.21ml,JPY 4207.15
"25, Oct, 1955",1164.17L,EUR 7451.9
"20, Ago, 1915",967.62ml,€70.94
"Abr 22, 1982",881.71L,GBP 2039.13
"Agosto 2, 2010",1960.52ml,£5175.02
02-02-1923,1378.1ml,€1141.67
05/11/1926,1915.72L,USD 4486.04
"Feb 15, 1906",773.13L,€9121.73
02/01/1976,1477.9L,USD 9914.77
08-10-1957,1785.63L,€7897.06
"Diciembre 17, 2014",482.88ml,GBP 2533.75
1979-11-01,971.61ml,JPY 8291.61
1997-01-02,1072.44L,GBP 5314.35
1944-06-04,641.67ml,JPY 9181.73
09/16/1993,252.88L,£1633.08
"25, Marzo, 1970",1383.14L,GBP 5191.13
"9, Junio, 1973",1896.82L,JPY 4958.56
13-03-1921,766.46ml,USD 4031.55
09/31/2015,1630.45L,£7778.44
08/28/1972,95.86ml,JPY 9709.82
1951-07-04,1710.32L,USD 3228.4
"Sep 13, 1907",1068.51ml,EUR 8916.1
09/13/1969,736.52ml,EUR 3015.88
"14, Noviembre, 1937",1942.42L,$4591.97
12-11-2021,646.91ml,$8337.86
1963-04-25,972.6L,JPY 4152.7
"Oct 20, 2013",1662.08ml,$8040.55
"19, Octubre, 1975",1993.16ml,USD 121.66
1909-10-05,119.27L,GBP 7187.58
1934-08-03,1447.02L,¥7532.93
1912-07-15,4.66L,EUR 9641.76
"3, Abr, 1961",261.14ml,USD 470.74
1976-11-28,1126.37ml,¥1362.83
1949-05-26,468.47ml,$4354.28
"Julio 27, 1943",1240.04ml,USD 8429.66
"14, Ago, 2022",902.45L,$356.49
01/08/1951,837.19L,JPY 3384.73
"Enero 7, 1992",1208.77L,JPY 9828.76
"8, Oct, 2017",495.65L,£1209.74
03/05/1900,921.99L,EUR 1415.91
"Dic 11, 1930",738.88L,USD 8232.73
2002-07-01,1797.63L,£8098.52
27-08-1961,1958.96ml,EUR 3825.04
18-05-2010,469.73ml,JPY 9798.34
"Agosto 2, 1971",611.71ml,USD 1639.61
01/20/2021,1598.48ml,€3689.69
"Marzo 8, 1913",355.04ml,€8624.03
11/17/1961,342.72L,USD 1294.77
"20, Mar, 1973",1707.96ml,EUR 9406.93
02/04/2004,490.18L,$7400.22
"16, Febrero, 1948",919.64ml,JPY 5670.31
11-10-2018,1749.0ml,¥6349.98
09/04/2014,64.81ml,€6829.51
08/04/2024,451.96L,£3158.71
2023-02-15,827.29L,¥8618.59
"Abr 27, 1916",554.67L,EUR 6860.46
"11, Agosto, 1988",861.21L,€7951.86
"14, Enero, 1983",1992.42ml,€4741.78
07/08/1983,1661.83L,€8637.73
"Octubre 30, 1927",1169.96ml,€8597.36
"May 28, 1929",176.14ml,USD 8504.91
24-06-2018,225.87L,$8920.76
1926-05-07,277.73ml,€9613.97
10/29/1976,185.37ml,$5422.73
1943-08-14,512.0L,USD 3663.05
1975-10-16,567.94L,JPY 4620.62
10-05-1999,773.01L,JPY 7252.51
"Junio 21, 1932",781.46ml,€6667.53
"Feb 27, 2011",226.72L,EUR 5918.21
"31, Agosto, 1924",1993.65ml,USD 1129.37
1905-05-09,1141.66L,£7312.8
1973-04-19,1325.09ml,£2792.48
12-08-1959,1231.14ml,JPY 635.13
"30, Nov, 1926",416.23L,USD 3978.61
"10, Octubre, 1924",1540.41ml,£5549.23
02/29/1972,1268.81ml,USD 5174.36
"25, Jun, 1988",150.8L,¥7018.92
13-04-1913,1000.08ml,USD 9435.23
"24, Nov, 1988",640.88L,GBP 4224.68
04-10-1955,921.82L,EUR 8982.98
1900-10-23,1055.8ml,USD 264.88
01/04/1989,1879.27ml,GBP 4530.9
"Sep 7, 1934",1426.32ml,JPY 9139.0
01/01/1966,754.96L,€9359.13
"15, Febrero, 1988",1068.56L,£5863.58
"11, Octubre, 2004",36.59L,EUR 2495.08
2019-10-28,1316.32ml,EUR 7513.55
02/01/2001,1234.28L,JPY 3989.89
10/24/1974,1561.54L,USD 8510.84
"Abril 30, 1915",273.94L,€2159.35
1928-05-26,1078.77L,JPY 9232.27
07-02-1990,1332.71ml,¥3052.24
10/06/1979,832.46ml,¥3925.96
10/30/1956,1090.1L,EUR 132.37
27-08-1987,558.86L,¥9375.22
1922-05-06,547.97ml,£672.21
"Dic 27, 1900",891.29ml,$8967.43
"23, Ene, 1997",1320.97ml,JPY 6521.76
06/05/1958,779.13L,JPY 1903.13
"Abr 20, 1929",1708.79ml,€5590.86
"Junio 29, 1900",590.01ml,EUR 1620.02
1939-04-29,531.3ml,$8481.7
"Diciembre 11, 1961",1428.16ml,JPY 4432.71
"1, Ago, 1901",1403.6ml,USD 6076.82
1961-03-26,136.07ml,GBP 1184.09
